learnerID,school_year,Age,Filipino 1,English 1,Math 1,Aral Pan 1,Filipino 2,English 2,Math 2,Aral Pan 2,Filipino 3,English 3,Math 3,Science 3,Aral Pan 3,Filipino 4,English 4,Math 4,Science 4,Aral Pan 4,Filipino 5,English 5,Math 5,Science 5,Aral Pan 5,Gender_F,Gender_M,Mother Tongue_Cebuano / Sinugbuanong Binisay,Mother Tongue_English,Mother Tongue_Hiligaynon,Mother Tongue_Ilocano,Mother Tongue_Kamayo,Mother Tongue_Kapampangan,Mother Tongue_Maranao,Mother Tongue_Pangasinan,Mother Tongue_Tagalog,Nutritional Status_Normal,Nutritional Status_Obese,Nutritional Status_Overweight,Nutritional Status_Severely Wasted,Nutritional Status_Wasted,MPS
LANES25-101,1,12,87.0,85.0,87.0,87.0,87.0,86.0,85.0,85.0,87.0,86.0,86.0,87.0,87.0,88,87,89,87,86,86.0,87,87,88,88,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.7
BES25-088,1,14,76.0,75.0,75.0,75.0,77.0,77.0,78.0,77.0,79.0,78.0,78.0,78.0,79.0,76,75,76,76,78,75.0,75,75,75,76,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-140,1,11,78.0,85.0,79.0,87.0,87.0,84.0,86.0,87.0,83.0,86.0,87.0,85.0,86.0,82,78,76,78,83,77.0,77,76,76,77,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES25-089,1,11,79.0,79.0,77.0,78.0,82.0,81.0,81.0,82.0,82.0,82.0,80.0,82.0,83.0,80,80,80,80,81,78.0,75,79,77,80,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
BES25-115,1,11,76.0,76.0,76.0,78.0,84.0,84.0,85.0,84.0,82.0,81.0,81.0,80.0,80.0,81,79,75,76,79,80.0,79,76,80,78,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES25-056,1,12,77.0,76.0,78.0,79.0,79.0,78.0,79.0,79.0,80.0,78.0,80.0,78.0,78.0,80,78,78,80,80,81.0,81,82,81,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
BES25-090,1,11,75.0,75.0,75.0,75.0,84.0,81.0,82.0,85.0,80.0,79.0,79.0,78.0,78.0,76,75,76,75,76,76.0,76,76,76,76,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-065,1,11,94.0,93.0,91.0,95.0,92.0,90.0,90.0,91.0,93.0,93.0,93.0,93.0,92.0,88,89,88,86,88,91.0,90,91,90,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-016,1,11,89.0,87.0,89.0,90.0,89.0,92.0,89.0,90.0,93.0,93.0,92.0,92.0,93.0,91,94,92,91,91,89.0,92,87,92,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS24-019,0,12,86.0,86.0,85.0,85.0,84.0,83.0,84.0,84.0,84.0,84.0,85.0,84.0,84.0,84,83,82,83,83,84.0,84,85,85,85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
BES24-025,0,11,80.0,79.0,80.0,80.0,82.0,80.0,80.0,82.0,82.0,80.0,81.0,80.0,82.0,82,84,84,81,83,86.0,82,84,84,85,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
UISC25-051,1,11,88.0,89.0,87.0,92.0,94.0,95.0,94.0,93.0,94.0,95.0,94.0,95.0,95.0,91,88,89,88,90,91.0,91,90,90,88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
LANES25-081,1,11,82.0,84.0,82.0,85.0,91.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,88,86,87,87,87,86.0,85,84,85,86,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
NAN24-004,0,11,89.0,83.0,87.0,89.0,82.0,81.0,82.0,80.0,79.0,77.0,77.0,78.0,79.0,76,76,75,75,76,88.0,87,86,87,87,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.57
DCBMES25-017,1,11,85.0,82.0,82.0,82.0,84.0,83.0,82.0,84.0,84.0,82.0,82.0,83.0,83.0,88,87,83,87,86,87.0,86,87,87,86,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.59
UICS25-234,1,11,87.0,88.0,87.0,87.0,87.0,86.0,86.0,86.0,84.91689751,86.0,86.0,85.0,85.0,86,85,85,84,86,84.0,86,89,88,87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-079,1,11,81.0,80.0,78.0,80.0,79.0,79.0,81.0,79.0,77.0,77.0,77.0,77.0,77.0,82,82,82,82,83,78.0,78,78,78,78,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-139,1,12,78.0,78.0,78.0,78.0,79.0,78.0,78.0,79.0,79.0,77.0,76.0,77.0,78.0,81,80,79,79,79,80.0,79,79,79,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,66.82
UISC24-026,0,11,87.0,91.0,87.0,87.0,88.0,85.0,89.0,87.0,88.0,86.0,87.0,89.0,93.0,95,94,93,91,91,92.0,93,93,91,91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,76.93
UICS25-307,1,11,90.0,90.0,90.0,90.0,90.0,89.0,89.0,89.0,87.0,87.0,88.0,86.0,87.0,85,83,83,83,84,84.0,85,83,84,83,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-236,1,11,86.0,85.0,85.0,84.0,84.0,87.0,86.0,86.0,84.91689751,87.0,85.0,85.0,85.0,85,86,86,85,85,85.0,87,87,86,85,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-055,1,11,89.0,90.0,88.0,91.0,92.0,93.0,93.0,93.0,92.0,93.0,93.0,93.0,94.0,92,94,88,92,90,92.0,94,93,92,92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,72.08
NAN24-008,0,13,77.0,76.0,77.0,79.0,79.0,78.0,79.0,79.0,80.0,77.0,77.0,79.0,79.0,77,76,77,76,77,77.0,79,79,79,81,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.57
UISC25-056,1,11,91.0,89.0,90.0,93.0,94.0,93.0,94.0,94.0,94.0,94.0,94.0,92.0,94.0,89,89,89,88,90,91.0,89,89,88,88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UISC25-040,1,12,88.0,85.0,89.0,89.0,88.0,88.0,88.0,88.0,89.0,87.0,87.0,87.0,88.0,89,89,89,88,88,89.0,89,89,90,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UISC25-042,1,11,94.0,94.0,93.0,94.0,95.0,96.0,95.0,95.0,95.0,96.0,94.0,95.0,95.0,95,95,96,96,95,94.0,94,95,96,93,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS25-099,1,11,79.0,80.0,80.0,81.0,80.0,81.0,81.0,82.0,83.0,82.0,84.0,82.0,83.0,79,78,79,79,80,80.0,80,80,80,80,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-145,1,11,81.0,80.0,81.0,81.0,84.0,84.0,84.0,84.0,83.0,81.0,83.0,83.0,83.0,79,78,79,78,79,81.0,81,81,82,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES24-010,0,11,81.0,76.0,82.0,85.0,81.0,81.0,83.0,80.0,85.0,83.0,85.0,84.0,85.0,81,81,81,81,81,82.0,82,83,81,83,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
LANES25-040,1,11,81.0,77.0,79.0,81.0,79.0,78.0,79.0,80.0,80.0,78.0,80.0,78.0,78.0,76,80,80,78,80,81.0,79,78,78,80,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS24-054,0,11,88.0,86.0,88.0,87.0,88.0,87.0,88.0,87.0,86.0,86.0,84.0,87.0,88.0,85,85,84,84,85,89.0,88,89,88,85,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
UICS25-327,1,12,84.0,84.0,85.0,85.0,83.0,83.0,83.0,83.0,85.0,83.0,82.0,82.0,84.0,88,87,86,87,86,87.0,87,89,88,89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
DAFSIS25-034,1,12,84.0,82.0,84.0,84.0,84.0,82.0,83.0,83.0,86.0,85.0,86.0,86.0,86.0,84,83,87,82,83,87.0,86,87,86,84,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
UICS25-084,1,11,92.0,89.0,91.0,92.0,90.0,89.0,89.0,90.0,92.0,91.0,89.0,88.0,87.0,97,96,95,94,95,93.0,95,92,93,92,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-009,1,11,90.0,90.0,90.0,92.0,89.0,89.0,92.0,90.0,91.0,90.0,89.0,87.0,87.0,91,91,91,92,91,92.0,89,88,89,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-015,1,12,87.0,90.0,88.0,87.0,89.0,88.0,88.0,90.0,86.0,87.0,86.0,87.0,87.0,85,85,83,86,86,86.0,85,86,87,85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
DAFSIS25-037,1,12,89.0,89.0,89.0,91.0,84.0,83.0,84.0,84.0,91.0,91.0,90.0,91.0,91.0,93,94,91,92,94,94.0,95,92,93,91,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
BES24-007,0,12,86.0,86.0,87.0,87.0,86.0,84.0,83.0,85.0,81.0,80.0,80.0,80.0,81.0,88,87,86,86,87,91.0,90,91,91,90,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
LANES25-113,1,12,87.0,86.0,85.0,85.0,90.0,86.0,87.0,89.0,84.0,85.0,84.0,84.0,83.0,90,89,86,88,88,91.0,89,89,89,89,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.7
UICS24-071,0,11,82.0,81.0,81.0,82.0,82.0,80.0,82.0,82.0,84.0,81.0,82.0,83.0,83.0,84,83,83,84,84,82.0,81,81,85,83,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
BES24-041,0,11,92.0,92.0,90.0,93.0,86.0,86.0,88.0,89.0,89.0,89.0,89.0,88.0,91.0,91,90,90,90,91,88.0,87,88,88,87,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
UICS25-255,1,11,84.0,84.0,84.0,85.0,88.0,87.0,87.0,89.0,87.0,86.0,87.0,87.0,87.0,83,80,77,83,84,82.0,81,81,81,81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-143,1,12,81.0,81.0,81.0,82.0,87.0,85.0,86.0,87.0,87.0,86.0,86.0,86.0,87.0,82,82,82,81,82,81.0,79,79,80,80,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.82
UISC25-063,1,12,92.0,95.0,93.0,94.0,96.0,95.0,95.0,95.0,94.0,94.0,94.0,94.0,95.0,92,96,91,92,91,91.0,94,93,93,89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS24-051,0,12,79.0,78.0,82.0,80.0,79.0,78.0,79.0,80.0,80.0,79.0,79.0,79.0,80.0,79,78,80,79,80,81.0,80,81,79,82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,74.03
LANES25-121,1,11,82.0,82.0,80.0,81.0,81.0,80.0,81.0,82.0,81.0,80.0,80.0,80.0,81.0,78,77,79,77,80,81.0,80,79,79,80,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.7
UICS25-249,1,12,82.0,82.0,81.0,81.0,82.0,82.0,82.0,82.0,81.0,80.0,79.0,79.0,80.0,83,83,86,84,86,85.0,84,85,84,85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-066,1,12,94.0,89.0,93.0,91.0,93.0,92.0,92.0,92.0,91.0,90.0,90.0,90.0,92.0,91,89,88,88,88,90.0,90,91,90,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-211,1,11,82.0,81.0,81.0,81.0,81.0,83.0,83.0,83.0,84.91689751,83.0,83.0,83.0,82.0,82,82,82,81,81,81.0,82,78,78,78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-015,1,11,78.0,76.0,77.0,80.0,83.0,82.0,83.0,83.0,83.0,82.0,81.0,80.0,83.0,83,82,82,83,83,90.0,83,84,84,85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC24-032,0,11,89.0,84.0,90.0,86.0,92.0,90.0,80.0,91.0,92.0,92.0,92.0,92.0,93.0,91,94,92,91,91,89.0,92,87,92,90,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.93
NAN25-043,1,11,84.0,91.0,75.0,83.0,95.0,80.0,86.0,94.0,82.0,76.0,76.0,75.0,79.0,92,80,87,92,81,81.0,84,75,77,88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,58.64
UICS25-355,1,11,80.0,80.0,79.0,80.0,84.0,84.0,81.0,85.0,81.0,80.0,79.0,81.0,81.0,79,78,79,79,80,79.0,79,78,79,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES24-005,0,11,85.0,83.0,82.0,85.0,81.0,79.0,79.0,80.0,87.0,86.0,86.0,87.0,87.0,86,83,84,85,85,80.0,79,79,80,80,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
UICS25-395,1,11,91.0,87.0,89.0,90.0,88.0,87.0,86.0,86.0,83.0,85.0,83.0,84.0,82.0,84,84,86,84,84,85.0,83,84,83,84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-276,1,11,78.0,75.0,78.0,77.0,80.0,80.0,80.0,80.0,80.0,79.0,79.0,80.0,80.0,81,80,80,81,82,75.0,75,76,75,76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,66.82
UICS25-257,1,11,81.0,81.0,81.0,86.0,82.0,82.0,82.0,87.0,83.0,82.0,82.0,84.0,83.0,81,80,77,78,78,79.0,79,78,78,79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS24-022,0,12,81.0,82.0,81.0,81.0,81.0,80.0,81.0,80.0,80.0,79.0,79.0,80.0,80.0,77,77,77,77,77,82.0,81,81,81,83,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
UISC25-091,1,11,89.0,89.0,91.0,90.0,90.0,89.0,89.0,90.0,90.0,88.0,89.0,87.0,87.0,91,91,91,90,91,91.0,89,86,88,91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
LANES25-145,1,12,81.0,82.0,79.0,82.0,90.0,89.0,88.0,88.0,88.0,88.0,88.0,87.0,87.0,87,84,86,85,86,86.0,85,85,85,86,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
LANES25-094,1,11,81.0,80.0,80.0,81.0,78.0,79.0,78.0,78.0,83.0,81.0,82.0,81.0,82.0,84,83,82,83,82,85.0,83,84,82,84,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
NAN25-040,1,11,83.0,82.0,83.0,83.0,83.0,82.0,83.0,83.0,84.0,78.0,80.0,78.0,82.0,86,84,86,84,85,90.0,91,92,89,89,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
BES25-131,1,11,79.0,80.0,79.0,79.0,77.0,77.0,77.0,77.0,77.0,77.0,78.0,76.0,78.0,81,81,81,81,81,80.0,80,81,81,81,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES25-011,1,11,83.0,82.0,82.0,83.0,84.0,84.0,83.0,85.0,86.0,87.0,86.0,86.0,86.0,84,82,81,84,84,84.0,82,82,82,83,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-007,1,11,84.0,83.0,83.0,84.0,83.0,84.0,83.0,82.0,84.0,84.0,85.0,85.0,84.0,84,83,83,82,86,86.0,86,87,86,89,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
DCBMES25-010,1,11,96.0,96.0,97.0,97.0,96.0,95.0,96.0,96.0,82.0,89.0,84.0,82.0,82.0,91,93,89,89,91,86.0,85,86,86,85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.59
UISC25-102,1,12,91.0,88.0,89.0,90.0,91.0,90.0,91.0,90.0,90.0,88.0,87.0,87.0,89.0,97,96,94,93,94,95.0,94,91,94,94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
BES25-093,1,13,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,76,76,76,76,76,75.0,75,75,75,75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
BES25-183,1,11,79.0,79.0,79.0,79.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,80,79,80,79,81,84.0,82,83,83,84,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
NAN25-001,1,11,91.0,91.0,93.0,91.0,92.0,89.0,87.0,92.0,91.0,93.0,80.0,92.0,90.0,93,94,93,93,93,95.0,94,94,94,94,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
LANES25-050,1,11,89.0,89.0,89.0,88.0,84.0,83.0,83.0,83.0,84.0,83.0,83.0,85.0,84.0,83,83,82,83,83,82.0,83,83,83,83,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
LANES25-138,1,11,81.0,81.0,80.0,81.0,80.0,80.0,80.0,80.0,81.0,81.0,80.0,81.0,81.0,81,79,78,80,81,81.0,80,80,80,83,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-010,1,11,81.0,81.0,81.0,80.0,84.0,83.0,83.0,84.0,83.0,82.0,82.0,82.0,83.0,81,80,81,81,82,82.0,89,89,89,89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-188,1,11,80.0,79.0,79.0,82.0,82.0,89.0,81.0,82.0,81.0,81.0,81.0,82.0,82.0,81,83,80,80,81,80.0,79,79,80,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-067,1,11,82.0,80.0,84.0,85.0,86.0,85.0,84.0,85.0,81.0,81.0,81.0,81.0,81.0,86,84,82,83,84,83.0,81,82,81,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
BES24-036,0,11,81.0,80.0,80.0,82.0,83.0,81.0,83.0,82.0,83.0,82.0,82.0,83.0,82.0,83,81,81,81,82,79.0,79,79,79,79,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
LANES25-043,1,11,90.0,92.0,90.0,92.0,92.0,93.0,92.0,92.0,90.0,90.0,90.0,90.0,90.0,93,90,92,90,92,92.0,92,92,93,92,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-268,1,11,79.0,79.0,79.0,79.0,80.0,79.0,79.0,80.0,82.0,82.0,81.0,82.0,80.0,79,78,76,80,78,79.0,78,77,78,78,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-280,1,11,84.0,84.0,85.0,86.0,89.0,88.0,88.0,88.0,85.0,84.0,84.0,83.0,85.0,84,82,82,83,83,84.0,85,84,84,83,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
DAFSIS25-035,1,12,87.0,84.0,86.0,84.0,90.0,89.0,90.0,90.0,91.0,90.0,90.0,90.0,90.0,90,90,87,89,86,91.0,93,89,92,91,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
NAN25-024,1,11,83.0,82.0,83.0,84.0,83.0,82.0,83.0,83.0,81.0,78.0,80.0,78.0,81.0,86,84,86,84,85,90.0,90,92,89,89,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
UICS25-014,1,12,82.0,82.0,82.0,82.0,81.0,81.0,80.0,80.0,83.0,83.0,82.0,83.0,83.0,85,85,86,84,84,85.0,81,81,82,82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC24-030,0,11,87.0,87.0,86.0,82.0,88.0,88.0,86.0,89.0,89.0,87.0,88.0,87.0,87.0,94,92,92,92,90,91.0,92,91,91,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,76.93
BES25-040,1,13,91.0,91.0,92.0,91.0,77.0,77.0,77.0,78.0,75.0,75.0,75.0,75.0,75.0,86,86,86,85,86,90.0,84,88,87,87,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
BES25-159,1,11,90.0,89.0,89.0,89.0,91.0,91.0,90.0,92.0,88.0,88.0,88.0,87.0,87.0,90,90,91,90,90,92.0,93,93,92,90,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
BES25-083,1,12,75.0,78.0,77.0,76.0,80.0,80.0,80.0,80.0,81.0,80.0,80.0,80.0,81.0,80,79,79,79,81,80.0,79,80,82,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
BES25-026,1,11,88.0,87.0,88.0,87.0,87.0,86.0,86.0,88.0,87.0,86.0,85.0,87.0,87.0,83,81,82,82,84,84.0,82,84,83,84,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES24-020,0,12,90.0,90.0,89.0,91.0,86.0,83.0,85.0,84.0,85.0,84.0,85.0,83.0,85.0,84,83,84,82,83,86.0,86,86,86,85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,78.31
LANES25-137,1,12,82.0,80.0,82.0,82.0,82.0,82.0,82.0,83.0,83.0,82.0,82.0,83.0,83.0,83,82,81,83,83,82.0,81,81,80,84,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
