learnerID,School,Age,Filipino 1,English 1,Math 1,Aral Pan 1,Filipino 2,English 2,Math 2,Aral Pan 2,Filipino 3,English 3,Math 3,Science 3,Aral Pan 3,Filipino 4,English 4,Math 4,Science 4,Aral Pan 4,Filipino 5,English 5,Math 5,Science 5,Aral Pan 5,school_year,Filipino_avg,English_avg,Math_avg,AralPan_avg,Science_avg,Gender_F,Gender_M,Mother Tongue_Cebuano / Sinugbuanong Binisay,Mother Tongue_English,Mother Tongue_Hiligaynon,Mother Tongue_Ilocano,Mother Tongue_Kamayo,Mother Tongue_Kapampangan,Mother Tongue_Maranao,Mother Tongue_Pangasinan,Mother Tongue_Tagalog,Nutritional Status_Normal,Nutritional Status_Obese,Nutritional Status_Overweight,Nutritional Status_Severely Wasted,Nutritional Status_Wasted,MPS
LANES25-102,Lananpin Elementary School,11,90.0,86.0,83.0,86.0,87.0,87.0,85.0,85.0,88.0,87.0,87.0,88.0,88.0,86,86,84,86,86,89.0,90,90,90,91,1,88.0,87.2,85.8,87.2,88.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
LANES25-054,Lananpin Elementary School,12,87.0,89.0,88.0,90.0,86.0,86.0,86.0,88.0,87.0,87.0,88.0,87.0,87.0,88,87,86,87,87,89.0,89,90,90,89,1,87.4,87.6,87.6,88.2,88.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
LANES25-016,Lananpin Elementary School,11,83.0,81.0,83.0,83.0,86.0,86.0,85.0,85.0,86.0,86.0,86.0,86.0,86.0,85,85,83,85,85,86.0,86,85,87,86,1,85.2,84.8,84.4,85.0,86.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.7
NAN25-052,Nancayasan Elementary School,12,84.0,84.0,84.0,89.0,76.0,89.0,86.0,87.0,88.0,77.0,81.0,75.0,94.0,77,75,81,94,84,76.0,77,89,75,92,1,80.2,80.4,84.2,89.2,81.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,58.64
UICS25-108,Urdaneta I Central School,11,83.0,81.0,82.0,83.0,84.0,82.0,82.0,84.0,84.0,80.0,84.0,82.0,83.0,86,84,86,86,85,84.0,83,82,82,83,1,84.2,82.0,83.2,83.6,83.33333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
DAPSMECSE25-017,Don Amadeo Perez Sr. Memorial Elementary School - East,10,79.0,79.0,78.0,79.0,81.0,81.0,78.0,80.0,79.0,78.0,79.0,78.0,78.0,82,82,82,82,82,80.0,80,79,78,81,1,80.2,80.0,79.2,80.0,79.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.71
UICS25-163,Urdaneta I Central School,13,75.0,76.0,75.0,75.0,77.0,76.0,76.0,77.0,76.0,76.0,76.0,76.0,76.0,75,75,75,75,75,76.0,76,76,76,76,1,75.8,75.8,75.6,75.8,75.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-038,Urdaneta I Central School,12,84.0,83.0,85.0,84.0,88.0,87.0,86.0,87.0,87.0,86.0,85.0,85.0,85.0,83,84,85,85,87,88.0,89,88,89,89,1,86.0,85.8,85.8,86.4,86.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-247,Urdaneta I Central School,11,78.0,78.0,79.0,80.0,79.0,78.0,80.0,80.0,82.0,81.0,81.0,82.0,81.0,82,80,80,80,80,82.0,80,80,80,82,1,80.6,79.4,80.0,80.6,80.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-072,Urdaneta I Central School,12,86.0,84.0,84.0,85.0,88.0,87.0,87.0,87.0,87.0,86.0,86.0,86.0,87.0,91,91,91,91,91,88.0,88,87,88,90,1,88.0,87.2,87.0,88.0,88.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,66.82
DAPSMECSE25-026,Don Amadeo Perez Sr. Memorial Elementary School - East,15,86.0,85.0,86.0,86.0,83.0,82.0,83.0,83.0,83.0,82.0,81.0,83.0,82.0,86,84,85,85,86,84.0,82,86,87,85,1,84.4,83.0,84.2,84.4,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,75.71
UICS24-029,Urdaneta I Central School,12,76.0,76.0,76.0,76.0,79.0,78.0,78.0,79.0,82.0,81.0,81.0,82.0,81.0,80,80,80,80,80,79.0,78,78,78,79,0,79.2,78.6,78.6,79.0,80.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
LANES25-076,Lananpin Elementary School,12,75.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,82.0,80.0,80.0,80.0,82.0,80,78,79,79,81,81.0,77,77,77,77,1,78.8,77.2,77.4,78.4,78.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,62.7
UICS24-068,Urdaneta I Central School,11,81.0,80.0,80.0,80.0,82.0,81.0,82.0,83.0,82.0,82.0,81.0,81.0,82.0,83,82,81,81,81,83.0,82,81,81,80,0,82.2,81.4,81.0,81.2,81.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,74.03
LANES25-044,Lananpin Elementary School,11,88.0,91.0,88.0,89.0,85.0,84.0,85.0,86.0,90.0,89.0,90.0,89.0,90.0,93,91,88,92,91,90.0,90,90,90,90,1,89.2,89.0,88.2,89.2,90.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
DAFSIS25-045,Don Alipio Fernandez Sr. Integrated School,11,92.0,83.0,90.0,89.0,91.0,89.0,90.0,89.0,91.0,89.0,91.0,91.0,91.0,90,90,89,90,90,93.0,92,88,91,90,1,91.4,88.6,89.6,89.8,90.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.08
UICS25-141,Urdaneta I Central School,12,82.0,80.0,82.0,81.0,82.0,81.0,81.0,83.0,80.0,81.0,81.0,80.0,82.0,85,83,84,83,85,84.0,83,82,85,83,1,82.6,81.6,82.0,82.8,82.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES24-029,Badipa Elementary School,11,75.0,81.0,76.0,78.0,78.0,77.0,76.0,77.0,78.0,78.0,78.0,78.0,77.0,79,79,79,78,79,82.0,80,81,80,80,0,78.4,79.0,78.0,78.2,78.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
BES25-185,Badipa Elementary School,11,83.0,84.0,83.0,85.0,84.0,84.0,84.0,84.0,76.0,76.0,76.0,76.0,76.0,83,82,82,83,84,84.0,83,83,83,83,1,82.0,81.8,81.6,82.4,80.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES24-008,Lananpin Elementary School,11,80.0,79.0,79.0,81.0,82.0,80.0,83.0,81.0,85.0,84.0,84.0,85.0,85.0,85,84,84,84,85,85.0,85,85,87,87,0,83.4,82.4,83.0,83.8,85.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
BES24-017,Badipa Elementary School,11,80.0,80.0,80.0,82.0,82.0,81.0,81.0,81.0,81.0,81.0,82.0,80.0,82.0,81,80,81,80,80,88.0,85,86,86,86,0,82.4,81.4,82.0,82.2,82.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
UICS25-104,Urdaneta I Central School,12,78.0,78.0,79.0,79.0,84.0,81.0,83.0,83.0,79.0,79.0,79.0,80.0,79.0,84,84,79,80,81,85.0,84,82,84,85,1,82.0,81.2,80.4,81.4,81.33333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
NAN25-048,Nancayasan Elementary School,12,82.0,85.0,88.0,89.0,77.0,93.0,94.0,93.0,85.0,95.0,83.0,87.0,80.0,91,91,81,89,88,77.0,81,83,76,92,1,82.4,89.0,85.8,88.4,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,58.64
LANES25-106,Lananpin Elementary School,11,83.0,84.0,83.0,83.0,85.0,85.0,87.0,85.0,88.0,88.0,88.0,87.0,87.0,86,84,84,85,86,86.0,86,83,85,85,1,85.6,85.4,85.0,85.2,85.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UISC25-068,Urdaneta City SPED Center,11,89.0,88.0,90.0,90.0,94.0,93.0,94.0,94.0,94.0,93.0,94.0,93.0,94.0,92,95,92,92,90,93.0,95,95,94,90,1,92.4,92.8,93.0,91.6,93.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UISC25-075,Urdaneta City SPED Center,11,92.0,91.0,91.0,93.0,94.0,93.0,93.0,94.0,93.0,93.0,94.0,94.0,93.0,92,93,92,91,90,93.0,93,93,94,92,1,92.8,92.6,92.6,92.4,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS25-398,Urdaneta I Central School,11,77.0,77.0,77.0,78.0,81.0,80.0,80.0,81.0,81.0,79.0,79.0,79.0,79.0,76,76,76,76,76,80.0,80,79,80,81,1,79.0,78.4,78.2,79.0,78.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66.82
NAN25-060,Nancayasan Elementary School,14,85.0,93.0,87.0,87.0,80.0,82.0,81.0,82.0,84.0,88.0,83.0,93.0,87.0,92,89,90,79,91,80.0,94,84,94,80,1,84.2,89.2,85.0,85.4,88.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
LANES25-021,Lananpin Elementary School,11,79.0,78.0,77.0,77.0,80.0,79.0,80.0,81.0,81.0,81.0,81.0,81.0,82.0,77,78,79,77,79,78.0,77,77,77,77,1,79.0,78.6,78.8,79.2,78.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
DAFSIS25-031,Don Alipio Fernandez Sr. Integrated School,12,80.0,80.0,80.0,83.0,85.0,81.0,81.0,83.0,84.0,81.0,81.0,82.0,83.0,79,77,78,77,78,79.0,80,78,80,77,1,81.4,79.8,79.6,80.8,79.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
UICS25-032,Urdaneta I Central School,12,90.0,91.0,90.0,90.0,89.0,89.0,90.0,90.0,87.0,86.0,86.0,85.0,87.0,91,90,90,89,90,89.0,82,82,83,82,1,89.2,87.6,87.6,87.8,85.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
NAN25-030,Nancayasan Elementary School,11,86.0,87.0,85.0,85.0,81.0,80.0,82.0,80.0,80.0,78.0,79.0,78.0,80.0,81,80,81,82,81,89.0,86,86,87,87,1,83.4,82.2,82.6,82.6,82.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
BES25-044,Badipa Elementary School,12,84.0,84.0,82.0,83.0,86.0,85.0,85.0,87.0,80.0,80.0,81.0,81.0,82.0,86,86,83,85,86,87.0,84,84,85,87,1,84.6,83.8,83.0,85.0,83.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-241,Urdaneta I Central School,11,84.0,80.0,82.0,84.0,85.0,86.0,87.0,86.0,87.0,85.0,85.0,86.0,87.0,86,85,85,84,86,87.0,86,85,87,86,1,85.8,84.4,84.8,85.8,85.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
DAPSMECSE25-003,Don Amadeo Perez Sr. Memorial Elementary School - East,11,87.0,87.0,89.0,88.0,87.0,86.0,86.0,87.0,91.0,89.0,90.0,91.0,89.0,93,92,93,94,92,93.0,93,93,95,91,1,90.2,89.4,90.2,89.4,93.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.71
UICS25-053,Urdaneta I Central School,11,85.0,84.0,86.0,86.0,88.0,87.0,87.0,88.0,87.0,85.0,85.0,85.0,85.0,91,91,88,86,89,91.0,90,90,90,90,1,88.4,87.4,87.2,87.6,87.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-077,Urdaneta City SPED Center,11,92.0,92.0,91.0,94.0,92.0,94.0,92.0,94.0,93.0,92.0,93.0,93.0,94.0,90,91,86,89,89,91.0,93,91,91,88,1,91.6,92.4,90.6,91.8,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UISC25-061,Urdaneta City SPED Center,12,90.0,89.0,88.0,93.0,94.0,94.0,94.0,95.0,93.0,93.0,93.0,93.0,95.0,92,93,89,91,91,93.0,92,92,91,89,1,92.4,92.2,91.2,92.6,91.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,72.08
UICS25-002,Urdaneta I Central School,11,88.0,87.0,88.0,86.0,88.0,87.0,86.0,86.0,87.0,86.0,86.0,86.0,86.0,92,89,88,86,89,91.0,87,86,88,88,1,89.2,87.2,86.8,87.0,86.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES24-019,Badipa Elementary School,11,87.0,87.0,87.0,88.0,86.0,85.0,85.0,84.0,84.0,82.0,82.0,82.0,83.0,85,83,82,83,83,87.0,85,86,85,84,0,85.8,84.4,84.4,84.4,83.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
UICS25-231,Urdaneta I Central School,11,87.0,88.0,87.0,86.0,86.0,88.0,87.0,88.0,84.91689751,87.0,86.0,84.0,84.0,85,86,86,85,85,85.0,86,86,86,86,1,85.583379502,87.0,86.4,85.8,85.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES25-143,Lananpin Elementary School,12,86.0,85.0,87.0,86.0,85.0,84.0,85.0,85.0,86.0,86.0,86.0,86.0,86.0,84,84,82,85,84,87.0,87,87,87,87,1,85.6,85.2,85.4,85.6,86.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-184,Urdaneta I Central School,11,83.0,80.0,80.0,84.0,85.0,85.0,85.0,85.0,84.0,83.0,82.0,83.0,84.0,84,84,86,85,84,83.0,80,80,81,82,1,83.8,82.4,82.6,83.8,83.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.82
UICS25-153,Urdaneta I Central School,11,75.0,76.0,76.0,77.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,81,80,80,80,80,82.0,81,81,83,83,1,79.8,79.6,79.6,80.2,81.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
NAN25-005,Nancayasan Elementary School,11,87.0,87.0,85.0,86.0,86.0,83.0,84.0,85.0,79.0,80.0,78.0,77.0,76.0,86,85,85,85,87,89.0,88,88,88,88,1,85.4,84.6,84.0,84.4,83.33333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
BES25-177,Badipa Elementary School,11,93.0,94.0,91.0,91.0,90.0,89.0,90.0,90.0,87.0,87.0,87.0,87.0,86.0,89,87,89,87,99,91.0,90,90,89,90,1,90.0,89.4,89.4,91.2,87.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES25-065,Lananpin Elementary School,12,80.0,81.0,86.0,84.0,86.0,84.0,87.0,88.0,86.0,85.0,85.0,86.0,87.0,83,79,83,77,82,86.0,85,83,82,85,1,84.2,82.8,84.8,85.2,81.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.7
UICS25-133,Urdaneta I Central School,11,77.0,76.0,77.0,77.0,82.0,81.0,82.0,82.0,81.0,80.0,80.0,80.0,80.0,80,79,79,79,79,81.0,80,79,79,80,1,80.2,79.2,79.4,79.6,79.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-171,Badipa Elementary School,12,89.0,91.0,89.0,90.0,87.0,87.0,87.0,87.0,88.0,86.0,87.0,88.0,87.0,91,90,91,90,90,92.0,91,95,92,89,1,89.4,89.0,89.8,88.6,90.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
NAN25-064,Nancayasan Elementary School,12,82.0,86.0,82.0,90.0,90.0,79.0,76.0,90.0,75.0,83.0,92.0,88.0,94.0,80,76,92,84,90,89.0,86,84,89,85,1,83.2,82.0,85.2,89.8,87.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
UICS25-279,Urdaneta I Central School,11,89.0,90.0,88.0,91.0,92.0,91.0,91.0,91.0,88.0,87.0,87.0,87.0,88.0,86,84,83,84,85,88.0,87,86,87,88,1,88.6,87.8,87.0,88.6,86.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.82
BES25-004,Badipa Elementary School,11,84.0,87.0,83.0,83.0,82.0,82.0,82.0,83.0,83.0,82.0,82.0,83.0,83.0,84,83,83,83,84,86.0,86,86,87,86,1,83.8,84.0,83.2,83.8,84.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,80.54
BES25-141,Badipa Elementary School,11,79.0,78.0,79.0,80.0,80.0,79.0,80.0,81.0,75.0,75.0,75.0,75.0,75.0,76,76,76,76,76,78.0,78,78,78,78,1,77.6,77.2,77.6,78.0,76.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-055,Urdaneta I Central School,11,88.0,86.0,85.0,89.0,91.0,90.0,90.0,90.0,92.0,92.0,92.0,92.0,93.0,91,89,88,87,87,92.0,91,91,91,91,1,90.8,89.6,89.2,90.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66.82
UICS25-272,Urdaneta I Central School,11,79.0,80.0,79.0,79.0,85.0,84.0,84.0,85.0,83.0,84.0,83.0,83.0,82.0,87,85,82,83,85,84.0,85,82,83,84,1,83.6,83.6,82.0,83.0,83.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-383,Urdaneta I Central School,11,81.0,80.0,81.0,82.0,85.0,84.0,84.0,85.0,84.0,84.0,84.0,84.0,84.0,80,80,79,79,81,83.0,82,83,82,83,1,82.6,82.0,82.2,83.0,81.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.82
LANES25-034,Lananpin Elementary School,11,94.0,93.0,90.0,90.0,87.0,87.0,87.0,86.0,87.0,86.0,86.0,87.0,87.0,86,85,84,85,86,88.0,87,84,86,87,1,88.4,87.6,86.2,87.2,86.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
BES25-045,Badipa Elementary School,12,83.0,78.0,81.0,82.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,77.0,84,84,84,85,84,84.0,83,84,85,83,1,80.8,79.6,80.4,80.4,82.33333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.54
UISC25-031,Urdaneta City SPED Center,11,89.0,90.0,89.0,90.0,91.0,90.0,90.0,91.0,89.0,90.0,90.0,87.0,89.0,90,91,91,91,91,92.0,91,88,89,81,1,90.2,90.4,89.6,88.4,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS25-220,Urdaneta I Central School,11,90.0,91.0,89.0,89.0,89.0,87.0,90.0,91.0,84.91689751,87.0,89.0,90.0,90.0,89,84,85,86,87,85.0,85,87,87,88,1,87.583379502,86.8,88.0,89.0,87.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES25-045,Lananpin Elementary School,11,83.0,84.0,82.0,81.0,85.0,85.0,84.0,85.0,86.0,85.0,85.0,86.0,86.0,82,80,80,83,83,86.0,84,86,85,85,1,84.4,83.6,83.4,84.0,84.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-178,Urdaneta I Central School,11,89.0,87.0,86.0,90.0,92.0,92.0,92.0,92.0,90.0,90.0,89.0,90.0,91.0,88,86,88,87,86,87.0,87,87,87,88,1,89.2,88.4,88.4,89.4,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-169,Urdaneta I Central School,12,79.0,79.0,79.0,79.0,78.0,78.0,78.0,78.0,80.0,79.0,79.0,79.0,81.0,79,77,77,78,79,80.0,81,83,83,86,1,79.2,78.8,79.2,80.6,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-196,Urdaneta I Central School,11,85.0,85.0,85.0,85.0,87.0,91.0,86.0,87.0,86.0,83.0,84.0,86.0,86.0,85,84,85,84,84,86.0,89,89,86,85,1,85.8,86.4,85.8,85.4,85.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-278,Urdaneta I Central School,11,81.0,81.0,83.0,82.0,87.0,85.0,87.0,86.0,87.0,86.0,86.0,86.0,87.0,82,82,84,82,82,86.0,84,84,82,85,1,84.6,83.6,84.8,84.4,83.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-011,Badipa Elementary School,11,84.0,83.0,84.0,85.0,82.0,82.0,82.0,82.0,82.0,81.0,81.0,80.0,81.0,86,87,85,86,87,88.0,87,86,86,85,1,84.4,84.0,83.6,84.0,84.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
BES25-134,Badipa Elementary School,13,80.0,76.0,77.0,77.0,87.0,84.0,85.0,85.0,82.0,81.0,82.0,82.0,81.0,80,80,80,80,80,77.0,75,75,75,75,1,81.2,79.2,79.8,79.6,79.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-151,Urdaneta I Central School,13,81.0,81.0,82.0,83.0,78.0,80.0,80.0,79.0,80.0,79.0,81.0,81.0,81.0,82,82,83,82,83,81.0,80,80,80,80,1,80.4,80.4,81.2,81.2,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-262,Urdaneta I Central School,11,75.0,75.0,76.0,76.0,81.0,81.0,79.0,81.0,80.0,78.0,78.0,79.0,80.0,80,78,79,79,80,81.0,81,81,81,79,1,79.4,78.6,78.6,79.2,79.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-066,Badipa Elementary School,11,92.0,90.0,89.0,90.0,84.0,83.0,86.0,84.0,83.0,82.0,83.0,83.0,82.0,87,87,85,86,86,87.0,84,86,86,85,1,86.6,85.2,85.8,85.4,85.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
BES25-008,Badipa Elementary School,11,80.0,80.0,80.0,81.0,84.0,84.0,84.0,84.0,82.0,82.0,82.0,81.0,81.0,88,89,88,87,88,87.0,84,87,86,85,1,84.2,83.8,84.2,83.8,84.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-394,Urdaneta I Central School,11,85.0,83.0,84.0,86.0,88.0,87.0,88.0,89.0,87.0,86.0,87.0,87.0,87.0,87,86,87,85,84,86.0,86,86,87,86,1,86.6,85.6,86.4,86.4,86.33333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
