Learner ID,Gender,Age,Mother Tongue,Nutritional Status,Filipino 1,English 1,Math 1,Aral Pan 1,Filipino 2,English 2,Math 2,Aral Pan 2,Filipino 3,English 3,Math 3,Science 3,Aral Pan 3,Filipino 4,English 4,Math 4,Science 4,Aral Pan 4,Filipino 5,English 5,Math 5,Science 5,Aral Pan 5,MPS
LANES25-067,F,11,Tagalog,Normal,87,85,84,85,88,87,88,89,87,86,87,86,87,84,83,82,84,84,88,87,85,86,87,62.7
LANES25-068,F,11,Ilocano,Normal,76,76,75,76,77,77,77,77,85,84,83,84,83,85,81,80,81,83,81,78,80,80,80,62.7
LANES25-069,M,11,Ilocano,Normal,81,80,81,82,85,84,87,84,83,82,83,84,83,84,84,83,84,84,84,83,84,83,85,62.7
LANES25-070,M,12,Ilocano,Normal,76,75,78,76,80,79,79,80,81,81,80,80,81,76,76,78,77,79,76,76,76,76,76,62.7
LANES25-071,M,11,Ilocano,Normal,82,82,82,83,83,82,83,83,83,83,84,82,83,83,83,84,83,83,85,84,82,82,84,62.7
LANES25-072,F,11,Ilocano,Normal,92,92,89,90,87,87,88,89,87,86,86,87,87,89,86,85,87,88,89,86,85,85,86,62.7
LANES25-073,M,11,Ilocano,Normal,80,80,81,81,82,81,83,81,81,79,81,79,80,81,80,81,80,80,83,82,82,82,83,62.7
LANES25-074,M,12,Ilocano,Normal,76,75,76,77,77,77,77,77,79,78,79,78,78,79,81,83,78,82,83,84,83,83,84,62.7
LANES25-075,M,11,Ilocano,Normal,76,77,76,77,82,81,81,82,82,81,81,81,82,83,83,83,83,83,82,81,81,81,83,62.7
LANES25-076,M,12,Tagalog,Wasted,75,75,75,76,76,76,76,76,82,80,80,80,82,80,78,79,79,81,81,77,77,77,77,62.7
LANES25-077,F,11,Ilocano,Normal,86,87,85,86,85,85,84,85,85,84,84,84,85,85,84,83,85,85,86,87,88,88,88,62.7
LANES25-078,F,11,Ilocano,Normal,81,80,81,82,80,79,80,81,80,78,80,79,79,85,85,84,83,82,83,81,82,82,83,62.7
LANES25-079,F,11,Ilocano,Normal,92,93,93,91,92,92,93,94,90,90,90,90,90,94,93,94,92,94,91,91,90,91,90,62.7
LANES25-080,M,13,Ilocano,Normal,86,85,87,87,86,85,86,85,87,86,87,86,87,89,89,88,88,88,84,87,85,85,86,62.7
LANES25-081,F,11,Ilocano,Normal,82,84,82,85,91,90,90,90,90,90,90,90,90,88,86,87,87,87,86,85,84,85,86,62.7
LANES25-082,F,11,Ilocano,Normal,82,81,83,83,83,82,83,84,82,81,81,82,83,82,80,81,83,83,85,86,83,84,85,62.7
LANES25-083,F,12,Ilocano,Normal,91,91,92,93,93,92,93,94,90,90,90,90,90,94,90,91,89,91,90,90,90,90,90,62.7
LANES25-084,M,13,Tagalog,Wasted,81,80,82,81,84,84,84,85,87,86,85,86,84,90,88,88,86,87,85,85,86,86,88,62.7
LANES25-085,F,11,Ilocano,Normal,89,89,91,90,90,90,92,91,90,90,90,90,90,90,90,90,89,89,90,89,89,90,88,62.7
LANES25-086,M,12,Ilocano,Normal,76,75,76,76,75,75,75,76,80,78,79,78,78,76,76,76,76,76,76,76,76,76,77,62.7
LANES25-087,M,11,Ilocano,Normal,82,82,82,82,83,83,83,83,84,83,83,83,84,86,85,84,84,85,85,83,84,85,84,62.7
LANES25-088,M,11,Ilocano,Overweight,79,79,79,81,83,82,82,84,85,84,85,84,85,83,82,84,84,84,84,86,86,84,85,62.7
LANES25-089,M,11,Ilocano,Normal,79,79,77,78,82,81,81,82,82,82,80,82,83,80,80,80,80,81,78,75,79,77,80,62.7
LANES25-090,M,11,Ilocano,Normal,81,81,83,83,85,84,85,86,86,85,86,85,86,85,83,84,83,85,87,86,87,87,87,62.7
LANES25-091,M,11,Ilocano,Normal,81,80,82,83,85,84,83,85,84,82,83,84,84,84,83,83,83,84,82,81,82,80,83,62.7
LANES25-092,F,11,Tagalog,Normal,92,90,91,92,90,90,90,91,93,92,92,92,91,94,91,89,89,93,92,89,86,89,89,62.7
LANES25-093,M,11,Ilocano,Wasted,80,79,79,79,82,78,78,80,84,80,81,82,81,85,82,79,84,84,84,83,82,82,84,62.7
LANES25-094,F,11,Ilocano,Normal,81,80,80,81,78,79,78,78,83,81,82,81,82,84,83,82,83,82,85,83,84,82,84,62.7
LANES25-095,M,11,Ilocano,Normal,85,83,86,85,86,85,86,86,87,87,86,87,87,88,87,88,88,87,84,85,86,86,86,62.7
LANES25-096,M,11,Ilocano,Overweight,91,88,87,89,84,83,83,85,84,81,83,84,84,84,83,82,83,83,80,79,79,79,82,62.7
LANES25-097,F,11,Ilocano,Normal,80,79,77,80,82,82,82,82,82,83,84,81,83,81,83,82,80,81,83,81,81,82,83,62.7
LANES25-098,F,11,Ilocano,Normal,80,80,81,82,83,81,82,82,83,81,82,81,83,82,82,82,82,82,82,81,81,81,83,62.7
LANES25-099,M,11,Ilocano,Normal,85,85,85,85,87,87,87,87,87,86,86,87,87,87,87,88,88,88,84,84,83,85,86,62.7
LANES25-100,F,12,Ilocano,Normal,88,86,88,88,91,88,90,89,90,90,90,90,90,91,91,91,91,90,90,91,90,90,91,62.7
LANES25-101,F,12,Ilocano,Wasted,87,85,87,87,87,86,85,85,87,86,86,87,87,88,87,89,87,86,86,87,87,88,88,62.7
LANES25-102,F,11,Ilocano,Normal,90,86,83,86,87,87,85,85,88,87,87,88,88,86,86,84,86,86,89,90,90,90,91,62.7
LANES25-103,F,11,Ilocano,Normal,83,79,76,78,77,77,77,77,81,79,81,79,80,84,84,81,82,81,86,85,82,84,83,62.7
LANES25-104,M,11,Ilocano,Normal,86,87,84,86,86,84,87,86,84,83,84,84,83,91,90,90,90,90,88,86,86,88,86,62.7
LANES25-105,M,12,Ilocano,Normal,81,80,81,81,81,81,81,81,82,80,81,82,82,81,82,81,80,81,85,82,84,82,84,62.7
LANES25-106,M,11,Ilocano,Normal,83,84,83,83,85,85,87,85,88,88,88,87,87,86,84,84,85,86,86,86,83,85,85,62.7
LANES25-107,M,11,Ilocano,Normal,84,83,85,86,86,86,90,88,88,88,88,88,88,86,85,84,85,86,86,87,87,87,87,62.7
LANES25-108,M,12,Ilocano,Normal,83,81,84,85,85,84,84,84,83,83,83,82,83,81,81,79,76,80,83,81,81,81,81,62.7
LANES25-109,F,11,Ilocano,Wasted,94,94,94,94,92,91,91,92,91,89,91,92,90,88,89,91,87,87,89,89,88,90,88,62.7
LANES25-110,M,12,Ilocano,Normal,84,83,85,84,84,84,84,84,84,84,84,84,84,84,83,83,83,84,84,83,83,83,82,62.7
LANES25-111,M,12,Ilocano,Normal,82,80,83,82,84,83,85,82,85,84,84,84,84,84,84,84,83,84,86,86,84,85,87,62.7
LANES25-112,M,11,Ilocano,Normal,78,77,80,80,81,81,81,81,82,81,80,82,82,80,80,81,81,80,83,84,83,83,84,62.7
LANES25-113,F,12,Ilocano,Overweight,87,86,85,85,90,86,87,89,84,85,84,84,83,90,89,86,88,88,91,89,90,90,89,62.7
LANES25-114,F,12,Ilocano,Normal,82,81,81,83,82,82,82,82,83,83,82,83,83,84,83,82,83,83,84,83,83,82,85,62.7
LANES25-115,F,10,Ilocano,Normal,84,81,84,86,87,82,86,87,80,79,80,82,82,84,80,80,81,84,87,85,85,86,87,62.7
LANES25-116,F,11,Ilocano,Normal,81,80,81,82,85,82,85,84,85,83,82,84,83,88,85,94,85,86,82,80,81,80,83,62.7
LANES25-117,M,12,Ilocano,Normal,82,80,81,82,84,83,83,83,82,82,82,82,83,84,83,83,83,84,85,85,82,85,84,62.7
LANES25-118,M,11,Ilocano,Normal,92,90,93,95,95,95,91,94,90,90,90,90,90,92,91,89,91,90,91,91,92,91,92,62.7
LANES25-119,M,11,Ilocano,Normal,75,75,75,75,85,82,88,82,84,82,82,81,81,79,76,77,76,78,83,86,83,84,85,62.7
LANES25-120,M,11,Ilocano,Normal,76,75,77,77,85,86,88,87,82,81,81,82,82,82,82,82,81,83,78,78,77,81,85,62.7
LANES25-121,M,11,Ilocano,Wasted,82,82,80,81,81,80,81,82,81,80,80,80,81,78,77,79,77,80,81,80,79,79,80,62.7
LANES25-122,M,11,Ilocano,Normal,80,79,80,79,80,79,79,79,81,80,80,80,81,76,77,77,76,80,81,79,79,80,81,62.7
LANES25-123,M,11,Ilocano,Normal,82,80,84,84,86,85,85,85,82,82,82,82,82,85,85,84,83,83,83,83,83,84,84,62.7
LANES25-124,M,11,Ilocano,Normal,80,79,79,79,80,79,80,79,78,77,79,77,77,79,78,79,79,79,77,76,76,78,78,62.7
LANES25-125,F,11,Ilocano,Normal,81,80,80,80,84,83,83,84,85,84,84,86,85,86,84,83,84,84,86,86,86,84,86,62.7
LANES25-126,M,11,Ilocano,Normal,82,80,83,83,87,86,90,88,83,83,83,84,83,84,83,83,83,83,82,80,80,80,82,62.7
LANES25-127,M,11,Ilocano,Wasted,76,76,78,80,78,78,79,81,80,78,79,80,80,80,78,78,80,79,76,76,76,76,76,62.7
LANES25-128,M,11,Ilocano,Normal,80,79,81,82,77,76,77,78,80,79,79,78,78,80,80,81,77,80,81,79,79,79,81,62.7
LANES25-129,M,11,Ilocano,Normal,81,79,81,82,83,81,83,83,83,82,83,81,82,80,79,77,80,81,80,77,78,78,79,62.7
LANES25-130,M,11,Ilocano,Obese,82,81,83,82,81,80,81,81,83,83,82,83,84,84,84,84,85,85,88,87,85,88,86,62.7
LANES25-131,F,12,Ilocano,Normal,79,80,80,79,76,76,76,76,78,78,79,78,79,82,81,82,80,81,76,76,76,76,77,62.7
LANES25-132,F,11,Ilocano,Normal,82,81,83,83,82,82,82,82,85,85,85,85,85,84,82,81,84,84,84,85,83,85,85,62.7
LANES25-133,F,12,Ilocano,Wasted,87,86,82,84,87,86,88,86,86,86,85,85,86,86,83,83,85,85,90,89,90,90,92,62.7
LANES25-134,F,11,Ilocano,Normal,76,76,75,76,82,80,83,82,81,79,90,80,79,84,80,81,82,81,82,81,81,81,82,62.7
LANES25-135,M,12,Ilocano,Normal,82,81,82,83,86,85,89,86,85,85,86,85,85,82,79,79,82,83,86,88,84,85,86,62.7
LANES25-136,M,11,Ilocano,Normal,91,92,92,92,92,92,92,93,90,90,90,90,90,92,91,91,92,90,91,91,91,90,92,62.7
LANES25-137,M,12,Ilocano,Normal,82,80,82,82,82,82,82,83,83,82,82,83,83,83,82,81,83,83,82,81,81,80,84,62.7
LANES25-138,M,11,Ilocano,Normal,81,81,80,81,80,80,80,80,81,81,80,81,81,81,79,78,80,81,81,80,80,80,83,62.7
LANES25-139,M,11,Ilocano,Overweight,76,78,76,77,86,85,88,86,89,89,89,89,89,87,84,85,86,85,84,86,86,85,85,62.7
LANES25-140,F,12,Ilocano,Normal,85,83,85,86,87,86,89,87,89,88,89,88,88,90,90,89,90,88,88,86,87,88,88,62.7
LANES25-141,F,11,Ilocano,Normal,87,85,87,87,87,87,87,87,90,90,90,90,90,88,89,87,88,88,87,80,88,87,87,62.7
LANES25-142,M,12,Ilocano,Normal,85,84,85,85,89,88,88,87,87,86,86,86,87,87,87,87,86,88,87,88,87,87,86,62.7
LANES25-143,M,12,Ilocano,Normal,86,85,87,86,85,84,85,85,86,86,86,86,86,84,84,82,85,84,87,87,87,87,87,62.7
LANES25-144,M,11,Ilocano,Normal,79,77,79,79,79,79,79,79,81,81,81,80,81,82,81,85,79,82,82,80,81,79,81,62.7
LANES25-145,M,12,Ilocano,Normal,81,82,79,82,90,89,88,88,88,88,88,87,87,87,84,86,85,86,86,85,85,85,86,62.7
LANES25-146,F,12,Ilocano,Normal,79,79,81,80,77,77,77,77,85,83,83,85,85,81,80,80,81,81,84,82,81,82,83,62.7
LANES25-147,M,12,Ilocano,Normal,85,85,81,84,77,77,77,77,79,77,79,78,77,81,82,76,79,82,83,82,84,83,82,62.7
LANES25-148,M,12,Ilocano,Normal,82,82,82,82,85,84,85,85,85,85,85,85,85,84,84,84,84,85,85,84,85,84,85,62.7
LANES25-149,F,12,Ilocano,Normal,85,84,84,84,83,83,83,83,84,84,84,83,83,83,81,80,82,82,85,84,84,83,85,62.7
LANES25-150,F,11,Ilocano,Normal,81,77,78,78,83,82,83,83,79,79,79,79,79,83,83,81,79,81,86,85,81,83,83,62.7
LANES25-151,M,12,Ilocano,Normal,81,79,81,81,79,79,79,79,81,80,81,80,81,83,82,84,77,82,85,83,85,82,83,62.7
LANES25-152,M,11,Ilocano,Normal,83,82,83,84,88,87,89,88,86,85,85,86,86,85,85,84,85,85,85,85,86,85,85,62.7
LANES25-153,M,11,Ilocano,Normal,82,80,80,80,81,80,80,80,83,81,83,81,80,84,83,83,82,82,84,83,85,82,85,62.7
NANES25-001,M,11,Ilocano,Normal,91,91,93,91,92,89,87,92,91,93,80,92,90,93,94,93,93,93,95,94,94,91,94,58.64
NANES25-002,F,11,Ilocano,Normal,87,86,88,89,92,91,91,91,91,91,90,90,90,91,91,91,91,90,89,88,87,88,88,58.64
NANES25-003,F,11,Ilocano,Normal,97,97,96,94,96,96,96,96,97,97,98,97,97,90,94,94,94,94,96,95,96,95,95,58.64
NANES25-004,F,11,Ilocano,Normal,84,84,82,82,82,82,82,81,81,81,79,80,80,84,83,82,82,84,88,87,86,86,86,58.64
NANES25-005,F,11,Ilocano,Normal,87,87,85,86,86,83,84,85,79,80,78,77,76,86,85,85,85,87,89,88,88,88,88,58.64
NANES25-006,F,11,Tagalog,Normal,84,84,88,91,87,87,89,89,82,79,79,80,79,83,84,83,84,84,88,88,88,88,87,58.64
NANES25-007,F,11,Ilocano,Obese,92,93,91,91,95,94,96,94,95,95,96,95,95,92,92,92,92,91,94,95,95,93,92,58.64
NANES25-008,F,11,Ilocano,Normal,83,81,81,83,81,80,79,80,80,79,80,77,80,82,82,81,82,82,89,88,87,88,87,58.64
NANES25-009,F,11,Ilocano,Normal,89,84,86,87,90,90,92,92,90,91,90,91,91,92,92,91,92,92,94,95,94,93,92,58.64
NANES25-010,F,11,Ilocano,Normal,81,82,81,81,80,81,79,79,82,81,81,80,81,81,80,80,80,81,85,85,84,85,85,58.64
NANES25-011,F,11,Ilocano,Normal,97,98,95,96,96,96,96,96,97,97,98,97,97,94,94,94,94,94,96,95,96,95,95,58.64
NANES25-012,F,11,Ilocano,Normal,90,91,90,89,91,88,90,90,93,89,90,90,90,91,91,91,92,91,93,93,93,92,91,58.64
NANES25-013,F,11,Ilocano,Normal,86,84,82,86,87,86,85,85,80,79,78,77,80,85,85,86,89,84,89,87,87,87,87,58.64
NANES25-014,F,11,Tagalog,Normal,86,84,83,86,92,89,92,90,89,89,88,88,88,89,89,89,90,90,92,89,89,91,91,58.64
NANES25-015,F,11,Ilocano,Overweight,89,88,89,89,85,85,85,84,80,81,78,77,80,86,86,86,93,87,88,88,88,88,87,58.64
NANES25-016,F,11,Ilocano,Normal,88,89,88,87,90,88,89,91,92,92,91,91,92,91,90,89,90,90,95,92,91,91,91,58.64
NANES25-017,F,11,Ilocano,Normal,87,89,88,89,92,91,92,92,92,91,91,91,92,91,91,90,91,91,93,93,92,92,91,58.64
NANES25-018,F,11,Ilocano,Normal,86,84,85,85,87,86,86,87,81,81,80,79,80,86,85,86,86,85,91,89,89,89,89,58.64
NANES25-019,F,9,Ilocano,Normal,86,84,87,87,89,90,89,89,93,92,91,92,92,92,91,90,90,90,93,94,93,91,90,58.64
NANES25-020,F,12,Ilocano,Normal,85,84,83,84,83,82,82,84,81,79,79,79,80,81,80,79,79,80,87,86,85,86,84,58.64
NANES25-021,M,11,Ilocano,Normal,95,96,95,94,94,93,96,94,95,94,96,94,94,93,92,94,92,92,94,93,93,93,92,58.64
NANES25-022,M,11,Ilocano,Wasted,87,84,84,90,91,90,92,91,93,92,93,91,92,91,91,90,90,90,93,93,92,93,92,58.64
NANES25-023,M,11,Ilocano,Normal,85,87,85,85,89,89,90,89,91,89,89,88,89,90,89,90,90,90,92,90,92,90,90,58.64
NANES25-024,M,11,Ilocano,Normal,83,82,83,84,83,82,83,83,81,78,80,78,81,86,84,86,84,85,90,90,92,89,89,58.64
NANES25-025,M,11,Ilocano,Normal,92,88,86,89,93,92,94,93,94,92,95,94,94,90,88,88,89,90,93,94,94,93,92,58.64
NANES25-026,M,11,Ilocano,Normal,91,88,89,92,94,93,95,94,90,93,90,94,94,92,92,92,92,91,92,93,93,90,90,58.64
NANES25-027,M,11,Ilocano,Normal,83,84,81,83,79,79,78,80,81,81,81,81,82,86,85,85,87,87,88,86,85,87,86,58.64
NANES25-028,M,11,Ilocano,Normal,88,85,88,88,85,84,85,85,81,81,78,80,81,81,80,79,81,81,91,83,84,89,89,58.64
NANES25-029,M,11,Ilocano,Normal,85,85,85,87,86,86,86,86,90,88,88,89,89,89,89,89,90,89,92,92,92,93,92,58.64
NANES25-030,M,11,Ilocano,Normal,86,87,85,85,81,80,82,80,80,78,79,78,80,81,80,81,82,81,89,86,86,87,87,58.64
NANES25-031,M,11,Ilocano,Normal,87,85,83,89,87,85,85,87,81,81,80,80,81,87,86,86,86,87,91,90,89,89,89,58.64
NANES25-032,M,11,Pangasinan,Normal,92,90,91,93,91,88,92,91,82,81,82,82,82,85,84,83,83,85,92,89,91,89,90,58.64
NANES25-033,M,11,Ilocano,Normal,90,91,88,91,93,92,92,93,94,94,92,93,94,90,92,91,92,91,92,92,94,93,91,58.64
NANES25-034,M,10,Ilocano,Normal,81,80,80,81,82,80,82,83,79,78,77,77,79,80,80,80,79,80,85,84,86,84,84,58.64
NANES25-035,M,11,Ilocano,Wasted,89,91,87,89,90,87,91,91,91,90,90,90,90,87,86,86,87,86,89,84,84,88,86,58.64
NANES25-036,M,10,Ilocano,Normal,85,85,84,86,89,88,84,89,84,82,82,84,84,84,84,84,85,84,85,87,87,88,86,58.64
NANES25-037,M,11,Ilocano,Normal,82,81,81,82,79,79,78,79,90,89,90,90,88,85,84,83,83,83,90,86,85,89,89,58.64
NANES25-038,M,11,Tagalog,Normal,88,87,86,87,88,87,87,88,91,91,90,91,92,91,90,91,92,91,94,93,94,93,92,58.64
NANES25-039,M,11,Ilocano,Normal,87,84,84,88,90,89,91,91,90,88,92,89,91,91,91,91,91,92,91,91,91,90,89,58.64
NANES25-040,M,11,Ilocano,Normal,83,82,83,83,83,82,83,83,84,78,80,78,82,86,84,86,84,85,90,91,92,89,89,58.64
NANES25-041,F,12,Tagalog,Normal,75,81,89,90,78,95,85,90,80,85,89,87,78,81,89,81,77,79,77,86,79,76,75,58.64
NANES25-042,F,11,Tagalog,Normal,90,88,75,77,91,92,83,75,83,81,83,75,95,75,93,85,81,82,85,85,92,94,90,58.64
NANES25-043,F,11,Tagalog,Obese,84,91,75,83,95,80,86,94,82,76,76,75,79,92,80,87,92,81,81,84,75,77,88,58.64
NANES25-044,M,12,Tagalog,Normal,81,89,93,85,88,89,81,85,89,92,85,81,93,89,83,88,88,86,82,79,78,78,91,58.64
NANES25-045,F,11,Tagalog,Normal,89,81,81,79,93,90,78,84,88,93,92,90,86,91,93,80,76,83,81,82,84,87,82,58.64
NANES25-046,F,13,Ilocano,Normal,94,92,76,88,89,78,94,85,89,92,77,82,87,86,90,85,76,82,84,83,83,87,77,58.64
NANES25-047,M,11,Ilocano,Normal,78,78,92,91,95,87,81,77,84,95,82,76,84,94,86,91,86,82,83,79,77,88,94,58.64
NANES25-048,F,12,Tagalog,Normal,82,85,88,89,77,93,94,93,85,95,83,87,80,91,91,81,89,88,77,81,83,76,92,58.64
NANES25-049,F,11,Tagalog,Normal,92,85,95,80,76,93,86,86,80,92,85,91,75,88,94,95,95,88,79,79,93,90,95,58.64
NANES25-050,F,11,Ilocano,Normal,91,78,85,87,87,81,95,78,93,88,87,83,93,94,76,82,85,83,93,82,94,81,88,58.64
NANES25-051,F,14,Tagalog,Normal,88,79,88,81,95,92,89,87,82,75,78,87,90,77,93,92,86,88,92,94,95,79,78,58.64
NANES25-052,M,12,Tagalog,Normal,84,84,84,89,76,89,86,87,88,77,81,75,94,77,75,81,94,84,76,77,89,75,92,58.64
NANES25-053,M,12,Ilocano,Normal,88,90,86,80,95,85,82,76,95,82,83,90,89,81,84,84,87,83,75,86,80,94,81,58.64
NANES25-054,M,14,Ilocano,Normal,77,79,93,91,93,89,75,81,82,84,88,76,75,77,90,91,85,93,90,91,75,84,79,58.64
NANES25-055,M,13,Tagalog,Normal,95,83,75,90,95,94,94,81,90,75,95,94,80,95,78,95,91,86,79,80,79,92,77,58.64
NANES25-056,F,11,Tagalog,Normal,81,81,76,77,84,75,84,89,88,90,83,75,81,88,91,82,94,91,87,75,94,91,81,58.64
NANES25-057,M,14,Tagalog,Normal,88,76,85,76,83,88,91,95,94,84,83,75,93,81,76,82,76,84,82,88,80,84,87,58.64
NANES25-058,M,13,Tagalog,Wasted,82,95,78,79,92,94,75,93,83,82,75,91,93,94,76,83,89,84,90,79,94,93,90,58.64
NANES25-059,F,14,Ilocano,Normal,95,94,76,83,93,92,80,85,76,87,87,93,77,77,95,77,77,87,80,92,90,77,81,58.64
NANES25-060,M,14,Ilocano,Normal,85,93,87,87,80,82,81,82,84,88,83,93,87,92,89,90,79,91,80,94,84,94,80,58.64
NANES25-061,M,11,Ilocano,Normal,87,93,91,85,92,76,90,95,95,79,80,93,86,83,83,81,92,95,95,81,79,80,91,58.64
NANES25-062,M,14,Ilocano,Normal,79,91,85,77,75,84,80,93,81,93,75,78,76,88,78,84,87,86,75,91,75,81,76,58.64
NANES25-063,F,11,Tagalog,Normal,77,91,91,89,93,88,80,93,75,94,89,80,93,93,84,91,95,76,92,89,76,85,90,58.64
NANES25-064,M,12,Ilocano,Normal,82,86,82,90,90,79,76,90,75,83,92,88,94,80,76,92,84,90,89,86,84,89,85,58.64
NANES25-065,F,13,Tagalog,Normal,86,78,79,87,88,91,81,77,93,81,80,76,79,95,92,94,83,79,79,79,87,95,83,58.64
NANES25-066,M,14,Ilocano,Overweight,93,80,91,87,76,86,91,90,95,87,90,76,82,75,91,83,86,79,75,79,82,76,95,58.64
NANES25-067,F,11,Ilocano,Normal,75,77,91,78,82,92,87,88,84,78,95,93,89,88,78,78,81,84,93,77,78,83,90,58.64
NANES25-068,F,13,Tagalog,Normal,75,93,88,92,87,93,79,77,85,77,79,79,87,90,84,95,77,84,78,75,82,88,80,58.64
NANES25-069,M,13,Tagalog,Normal,76,93,75,80,94,84,89,81,94,86,87,88,86,81,87,88,86,88,80,78,85,90,86,58.64
NANES25-070,F,13,Tagalog,Normal,78,93,95,87,86,75,80,78,81,93,92,80,77,75,91,93,81,85,94,78,78,79,94,58.64
NANES25-071,M,14,Ilocano,Normal,83,95,95,75,95,92,88,88,92,89,75,83,77,75,84,88,83,76,87,77,75,82,80,58.64
UICS25-001,M,11,Pangasinan,Normal,90,89,81,89,90,90,89,90,88,89,90,89,89,89,89,90,88,90,89,88,88,89,88,66.82
UICS25-002,F,11,Ilocano,Normal,88,87,88,86,88,87,86,86,87,86,86,86,86,92,89,88,86,89,91,87,86,88,88,66.82
UICS25-003,M,12,Tagalog,Normal,79,78,78,77,78,78,78,78,80,79,79,79,79,81,81,81,80,83,82,90,89,90,90,66.82
UICS25-004,M,11,Tagalog,Normal,90,90,90,90,89,89,89,90,89,88,87,87,88,87,89,88,87,89,88,89,92,91,91,66.82
UICS25-005,F,11,Ilocano,Normal,87,87,87,86,88,87,88,89,87,86,87,86,87,86,85,84,88,85,85,86,85,87,91,66.82
UICS25-006,M,11,Ilocano,Normal,86,85,85,86,87,87,87,88,88,87,88,88,88,85,83,84,84,84,88,88,85,88,85,66.82
UICS25-007,F,11,Ilocano,Normal,84,83,83,84,83,84,83,82,84,84,85,85,84,84,83,83,82,86,86,86,87,86,89,66.82
UICS25-008,F,12,Ilocano,Normal,84,84,86,86,87,86,86,88,86,86,85,85,86,87,86,86,86,86,86,85,84,85,85,66.82
UICS25-009,F,11,Tagalog,Normal,90,90,90,92,89,89,92,90,91,90,89,87,87,91,91,91,92,91,92,89,88,89,90,66.82
UICS25-010,M,11,Tagalog,Normal,81,81,81,80,84,83,83,84,83,82,82,82,83,81,80,81,81,82,82,89,89,89,89,66.82
UICS25-011,F,11,Tagalog,Normal,87,85,86,87,88,87,87,88,87,86,86,87,87,83,82,82,83,84,88,88,88,87,88,66.82
UICS25-012,F,12,Tagalog,Normal,83,83,83,87,86,86,86,86,85,85,85,85,85,86,84,86,84,85,88,86,85,86,89,66.82
UICS25-013,F,11,Tagalog,Normal,90,91,90,89,90,89,89,88,87,87,88,88,88,91,92,91,93,91,91,89,89,89,89,66.82
UICS25-014,M,12,Tagalog,Normal,82,82,82,82,81,81,80,80,83,83,82,83,83,85,85,86,84,84,85,81,81,82,82,66.82
UICS25-015,M,11,Tagalog,Normal,78,76,77,80,83,82,83,83,83,82,81,80,83,83,82,82,83,83,90,83,84,84,85,66.82
UICS25-016,M,11,Ilocano,Normal,87,86,85,83,86,85,84,83,84,84,83,83,84,86,85,84,84,85,83,91,89,90,90,66.82
UICS25-017,F,11,Ilocano,Normal,85,86,88,87,88,87,88,89,89,87,87,87,87,89,88,89,87,88,92,89,88,89,89,66.82
UICS25-018,F,11,Tagalog,Normal,89,90,89,89,88,89,88,89,89,88,87,87,87,86,87,88,87,87,87,83,83,84,85,66.82
UICS25-019,M,11,Ilocano,Normal,89,87,90,90,90,89,89,90,89,88,88,87,88,87,88,90,87,87,89,88,87,88,87,66.82
UICS25-020,F,11,Tagalog,Normal,83,82,83,83,88,86,86,86,87,86,85,86,86,89,89,89,89,89,90,92,89,90,90,66.82
UICS25-021,M,11,Tagalog,Normal,81,78,77,83,84,83,83,84,85,84,83,84,85,86,87,86,86,86,86,82,82,84,82,66.82
UICS25-022,F,11,Tagalog,Normal,86,85,86,87,88,87,88,88,87,86,87,86,87,84,84,81,87,86,88,89,86,88,90,66.82
UICS25-023,F,11,Ilocano,Normal,90,89,91,89,89,89,90,88,86,85,85,85,86,87,87,88,86,86,86,89,90,89,90,66.82
UICS25-024,F,11,Tagalog,Normal,87,88,86,86,88,86,85,85,87,87,86,87,87,90,91,89,88,89,90,89,87,88,87,66.82
UICS25-025,M,11,Tagalog,Normal,86,81,87,85,89,89,89,89,90,89,88,87,87,92,91,92,92,91,89,87,84,85,88,66.82
UICS25-026,F,11,Tagalog,Normal,91,91,89,89,89,89,89,87,85,85,86,84,85,85,84,84,84,84,88,81,80,81,80,66.82
UICS25-027,F,11,Tagalog,Normal,85,79,80,84,87,86,86,88,87,86,86,86,87,90,90,90,91,90,91,88,82,87,88,66.82
UICS25-028,M,12,Tagalog,Normal,81,81,83,83,84,83,84,84,85,85,86,82,85,87,86,85,86,87,85,87,88,88,87,66.82
UICS25-029,M,11,Tagalog,Normal,90,90,89,87,88,88,88,89,88,87,87,88,87,86,90,87,88,87,90,81,80,81,82,66.82
UICS25-030,M,11,Tagalog,Normal,87,86,85,85,85,82,84,84,88,88,87,88,88,91,92,91,92,91,89,87,86,88,88,66.82
UICS25-031,M,11,Ilocano,Normal,76,76,76,76,79,77,78,78,82,82,82,82,82,86,85,86,86,86,89,90,89,90,90,66.82
UICS25-032,F,12,Tagalog,Normal,90,91,90,90,89,89,90,90,87,86,86,85,87,91,90,90,89,90,89,82,82,83,82,66.82
UICS25-033,M,12,Ilocano,Severely  Wasted,90,89,90,89,88,87,88,88,90,87,87,87,87,86,87,90,87,87,88,90,88,90,90,66.82
UICS25-034,M,12,Tagalog,Normal,89,89,91,91,90,89,89,90,90,88,87,88,88,86,84,83,87,86,86,83,85,86,85,66.82
UICS25-035,M,12,Ilocano,Overweight,87,90,88,80,84,86,85,86,85,85,85,86,86,85,85,84,87,86,85,85,85,85,85,66.82
UICS25-036,F,11,Ilocano,Normal,86,83,85,87,87,86,86,86,82,81,82,83,82,80,79,80,80,81,81,89,90,90,91,66.82
